referencia;titulo_anuncio;estado_casa;ubicacion;año_construccion;nro_habitaciones;nro_baño;m2_terreno;nro_plantas;m2_edificados;nro_garajes;precio_venta
PDC91A;CASA EN VENTA Z/ SUR A PASOS COLG,CARITAS;Excelente estado;ZONA SUR A PASOS DEL COLG,CARITAS, Sur, Santa Cruz;2019;4;3;360 m2;2;125 m2;3;U$S 139.000
G63B16;CASA EN VENTA EN ZONA NOR-ESTE;Excelente estado;Barrio Melchor Pinto Parada entre 5 y 6 anillo Calle 2, Norte, Santa Cruz;¡Preguntale!;3;2;360 m2;1;122 m2;3;U$S 115.000
G589EB;CASA EN VENTA DE 6 DORMITORIOS Y PISCINA EN LA AV. MUTUALISTA 4TO ANILLO;A estrenar;Av. Mutualista 4to y 5to anillo, Norte, Santa Cruz;2021;5;3;360 m2;2;360 m2;3;U$S 315.000
ZF3507;HERMOSA CASA EN VENTA ESPECIAL PARA PERSONAS MAYORES ZONA NORTE : SE PERMUTA;Excelente estado;Norte, Santa Cruz;¡Preguntale!;3;2;454 m2;1;165 m2;3;U$S 179.000
S20722;Casa en VENTA en Zona NorTe. FinanciamienTo de vivienda social;A estrenar;Norte, Santa Cruz;2022;3;3;180 m2;2;126 m2;2;U$S 60.000
Y242E2;VENTA HERMOSA CASA a estrenar, zona URUBO;A estrenar;condominio mirage urubo , Urubó, Santa Cruz;2022;3;3;400 m2;2;240 m2;3;U$S 215.000
HA34F8;DEPARTAMENTO EN VENTA;Excelente estado;"CONDOMINIO ""UNO"" AV. TRINIDAD ZONA NORTE., Norte, Santa Cruz";¡Preguntale!;3;3;9.277 m2;1;9.277 m2;2;U$S 87.000
CE7223;Cas en venta en Urubo;Excelente estado;Condominio La Floresta, Urubó, Santa Cruz;2010;4;3;784 m2;1;485 m2;3;U$S 270.000
M388D1;CASA EN VENTA EL URUBO;Excelente estado;CONDOMINIO JARDINES DEL URUBO, Urubó, Santa Cruz;2019;5;3;716 m2;3;438 m2;3;U$S 290.000
B7C749;HERMOSA CASA EN VENTA ZONA REMANSO;Buen estado;Remanso, Santa Cruz;¡Preguntale!;3;2;184 m2;1;186 m2;2;U$S 120.000
CB84A3;En Venta! Casas en Pre-Venta en Zona Sur;A estrenar;Av. Santos Dumont 6to anillo, Urb. Las Palmitas, Sur, Santa Cruz;2022;3;3;204 m2;2;130 m2;2;U$S 90.000
GCB90C;HERMOSA CASA EN VENTA-TIQUIPAYA;Excelente estado;Esq. Calle Gualberto Villarroel, Tiquipaya, Cochabamba;2016;4;3;378 m2;2;188 m2;2;U$S 165.000
289FD;Casa de dos plantas ubicada en zona Chijipata (Alto Achumani) (construc. nueva);Buen estado;calle 13 N° 18 (Alto Achumani-Chijipata) parada 393-898, Achumani, La Paz;2014;3;3;300 m2;2;196 m2;1;U$S 140.000
36C39;casa en venta de 2 y 3 dormitorios;En construcción;Santa Cruz carretera a Cotoca , Este, Santa Cruz;2018;3;2;300 m2;1;100 m2;3;U$S 46.500
E0E55;CASAS DE 2 Y 3 DORMITORIOS, EN PRE VENTA!;A estrenar;carretera a Cotoca a 12 minutos del 4to. anillo zona este , Este, Santa Cruz;2018;3;2;300 m2;1;100 m2;2;U$S 46.500
913EE;casa en venta;Buen estado;Pacata, Cochabamba;¡Preguntale!;2;1;300 m2;¡Preguntale!;70 m2;¡Preguntale!;U$S 55.000
1ADF8;Condominio boutique Kurupa'y del Urubó, 2da etapa.;En construcción;Villa Bonita a 2 km del puente Mario Foianini, Urubó, Santa Cruz;2017;3;3;270 m2;2;140 m2;2;U$S 120.000
15438;Hermosas Casas en preventa y a estrenar;A estrenar;Av. Banzer Km 8 1/2, Remanso, Santa Cruz;2018;3;3;300 m2;2;200 m2;3;U$S 95.000
901BF;HERMOSA CASA VENTA ALTO SEGUENCOMA;Buen estado;Alto Seguencoma, La Paz;¡Preguntale!;3;3;300 m2;1;360 m2;2;U$S 260.000
CF9F44;CASA EN VENTA CENTRO CALLE JUNIN;Buen estado;CALLE JUNIN CASI 1 ANILLO, Centro, Santa Cruz;¡Preguntale!;5;3;144 m2;2;126 m2;¡Preguntale!;U$S 140.000
SFFB6C;RADIAL 19 CON 4TO ANILLO CALLE MOXOS;Requiere mantenimiento;CALLE MOXOS, Oeste, Santa Cruz;¡Preguntale!;5;3;390 m2;1;350 m2;¡Preguntale!;U$S 119.000
GCE2F1;TU CASA EN EL URUBO, CONDOMINIO. LOS BATOS;Excelente estado;condominio los batos, Urubó, Santa Cruz;¡Preguntale!;3;3;399 m2;2;245 m2;2;U$S 265.000
U9F816;EN VENTA HERMOSA CASA EN CALACOTO - CONDOMINIO PRIVADO;Excelente estado;Urb. Privada, Auquisamaña, La Paz;¡Preguntale!;4;3;498 m2;3;670 m2;3;U$S 980.000
VBC555;EN VENTA BELLÍSIMA CASA EN EL CLUB DE GOLF;A estrenar;Mallasilla, La Paz;¡Preguntale!;4;3;750 m2;2;540 m2;3;U$S 750.000
O14AFE;EN VENTA HERMOSA CASA - JARDINES DEL SUR;Excelente estado;Urb. Privada, Achumani, La Paz;¡Preguntale!;4;3;350 m2;2;530 m2;2;U$S 530.000
XFD580;casa en venta zona santos dumot 5to y 6to anillo;Buen estado;santos dumont, Sur, Santa Cruz;2;4;3;381 m2;2;327 m2;2;U$S 245.000
I14E08;CASA COMERCIAL EN VENTA - AV. VIRGEN DE COTOCA;Buen estado;AV. VIRGEN DE COTOCA, Este, Santa Cruz;2005;5;3;390 m2;2;270 m2;3;U$S 270.000
F382B5;HERMOSA CASA EN VENTA ACHUMANI;Excelente estado;ACHUMANI, Achumani, La Paz;¡Preguntale!;3;3;300 m2;3;380 m2;1;U$S 440.000
L992B0;EN VENTA RESIDENCIA EN JARDINES DEL SUR;Excelente estado;Urb. Jardines del Sur, Achumani, La Paz;¡Preguntale!;4;3;600 m2;2;420 m2;3;U$S 485.000
JB6479;HERMOSA RESIDENCIA EN VENTA URBANIZACIÓN PRIVADA SAN ALBERTO;Excelente estado;Urb. San Alberto, Obrajes, La Paz;¡Preguntale!;5;3;1.300 m2;2;1.000 m2;3;U$S 950.000
UAB890;Hermosa Casa de 350m2 construidos en el Urubó;Excelente estado;Urubó, Urubó, Santa Cruz;2017;2;3;750 m2;1;350 m2;2;U$S 350.000
XA2482;Hermosa Casa A Estrenar En Venta En Valle Sanchez, Z/Norte.;A estrenar;Valle Sanchez, Norte, Santa Cruz;¡Preguntale!;2;1;180 m2;1;80 m2;2;U$S 42.000
AC9284;EQUIPETROL CASA EN VENTA;Excelente estado;Equipetrol, Santa Cruz;2000;4;3;230 m2;3;265 m2;2;U$S 295.000
B2CCED;CASA EN VENTA - URUBO (JARDINES DEL URUBO 2);Excelente estado;JARDINES DEL URUBO 2, Urubó, Santa Cruz;2015;4;3;690 m2;2;270 m2;2;U$S 259.000
WCF96C;Casa en venta;Buen estado;Sacaba, Cochabamba;¡Preguntale!;4;3;250 m2;2;240 m2;3;U$S 120.000
OBE1CD;CASAS EN VENTA CON ENTREGA SEPTIEMBRE 2.023;En construcción;Av. Doble via la guardia , Doble via la guardia, Santa Cruz;2023;3;3;135 m2;2;140 m2;2;U$S 106.766
P4399A;casa en venta santos dumont 6to y 7mo anillo;Buen estado;Sur, Santa Cruz;10;3;2;260 m2;1;90 m2;2;U$S 88.000
None;casa en venta santos dumont 6to y 7mo anillo;None;None;10;None;None;None;None;None;None;None
JBE7E7;CASA EN VENTA ZONA CENTRO;Buen estado;AVENIDA VIEDMA, ESQUINA MOLDES , Centro, Santa Cruz;¡Preguntale!;3;2;351 m2;2;377 m2;1;U$S 315.000
C4C6A1;AMPLIA Y HERMOSA CASA EN VENTA ZONA NORTE;Excelente estado;8vo Anillo Av. Cristo Redentor, Condominio Jardines Del Norte II, Norte, Santa Cruz;¡Preguntale!;3;3;378 m2;2;371 m2;2;U$S 240.000
T1331B;CASAS EN VENTA - ZONA ESTE (7MO. ANILLO);A estrenar;VIRGIN DE COTOCA, Este, Santa Cruz;2022;3;2;160 m2;2;133 m2;2;U$S 89.500
S60AC0;CASA EN VENTA - ZONA LA GUARDIA;Buen estado;Km 15 - Av. Bolivia , Oeste, Santa Cruz;2018;3;1;360 m2;1;118 m2;3;U$S 55.000
W475C0;118.000$us Bonita casa con 4 dormitorios, en la zona de Guadalupe - Ref. 01367;Buen estado;Avenida Circunvalación sacaba, Sacaba, Cochabamba;¡Preguntale!;4;3;250 m2;3;2.000 m2;3;U$S 118.000
E69B35;EN VENTA CASA EN LA FLORIDA SECTOR LOS SAUCES;Excelente estado;Sector Los Sauces, La Florida, La Paz;2017;4;3;440 m2;1;581 m2;2;U$S 425.000
E46E3D;CASAS EN PRE VENTAS;A estrenar;Barrio el fuerte, zona sur, a 3 cuadras del mercado el fuerte (entre 7mo y 8vo anillo)., Sur, Santa Cruz;PRE VENTAS;2;1;280 m2;1;110 m2;1;U$S 73.900
V546FE;AMPLIA Y ACOGEDORA CASA EN VENTA;Excelente estado;Hamacas, Santa Cruz;¡Preguntale!;5;3;375 m2;1;215 m2;2;U$S 239.000
A8C401;Urbanización El Deber;Excelente estado;Zona este, a 2 cuadras de la carretera a cotoca., Este, Santa Cruz;2020;2;2;277 m2;1;91 m2;3;U$S 73.000
OA95B3;VENTA EQUIPETROL CASA;Buen estado;C/Nicolas Ortiz, Equipetrol, Santa Cruz;2005;3;3;250 m2;1;175 m2;2;U$S 309.000
Z49940;CASAS NUEVAS A ESTRENAR EN VENTA;A estrenar;Condominio Cerrado - Villa Bonita, Urubó, Santa Cruz;2022;3;2;180 m2;2;175 m2;2;U$S 140.000
T4C432;ZONA OESTE EN VENTA CASA DE 2 PLANTAS EN CONDOMINIO;Excelente estado;Condominio La Riviera ll, Oeste, Santa Cruz;¡Preguntale!;3;3;204 m2;2;213 m2;2;U$S 187.500
MAC499;URUBO VILLA BONITA EN VENTA HERMOSAS CASAS;A estrenar;Villa Bonita - Urubo, Urubó, Santa Cruz;¡Preguntale!;3;3;140 m2;3;177 m2;1;U$S 135.000
S62B88;CASA EN VENTA - ZONA NORTE;Excelente estado;Av. Alemana, 2do. y 3er Anillo, a una cuadra Colegio Británico, Norte, Santa Cruz;2010;3;3;544 m2;2;350 m2;2;U$S 399.000
A205B5;CASA EN VENTA CON PLUSVALIA ASEGURADA;Excelente estado;Zona Satelite, sobre carretera La Nueva Santa Cruz, acceso directo por la Av. G77 , Norte, Santa Cruz;2017;3;1;250 m2;1;134 m2;2;U$S 54.000
L78B3B;BELLÍSIMA CASA EN VENTA EN VILLA BONITA URUBÓ;A estrenar;VILLA BONITA, Urubó, Santa Cruz;2022;4;3;300 m2;2;291 m2;2;U$S 226.000
A7C51A;Bella Casa en Venta;A estrenar;calle Cañada Stronget, a una cuadra del segundo anillo, Norte, Santa Cruz;2022;5;3;221 m2;2;280 m2;1;U$S 229.000
KA1673;Casa en venta zona oeste;Excelente estado;Barrio jardin latino, Oeste, Santa Cruz;8;3;3;168 m2;1;121 m2;2;U$S 105.000
R74F49;EN EQUIPETROL SE VENDE CASA CON VALOR DE TERRENO;A reciclar;Av. San Martín Calle 9 oeste, Equipetrol, Santa Cruz;¡Preguntale!;3;1;273 m2;1;110 m2;2;U$S 210.000
DEE954;CASA EN VENTA - PARA CONSTRUCCIÓN - ZONA EQUIPETROL;Excelente estado;Calle 9 - Este, entre 3er. y 4to anillo, Equipetrol, Santa Cruz;2000;3;3;504 m2;3;504 m2;2;U$S 426.000
LBF668;CASAS EN PRE VENTA, EN CONDOMINIO JOINVILLE zona norte plusvalia asegurada;A estrenar;8vo anillo Av. Beni, Norte, Santa Cruz;a estrenar;4;3;225 m2;2;20.662 m2;2;U$S 136.500
Q2CE56;CASAS EN VENTA OASIS 7;A estrenar;Av. Beni 8vo anillo., Norte, Santa Cruz;2022;3;3;170 m2;2;150 m2;2;U$S 110.000
MF3D0B;CASA CON GALPÓN EN VENTA;Excelente estado;Km 2 - Av Villazon Sacaba Noreste, Cochabamba, Cochabamba, Cochabamba;2002;5;3;1.031 m2;2;151 m2;1;U$S 240.000
F92503;BELLA CASA EN VENTA;Excelente estado;- Ubicado en zona Residencial Oeste, Av. Piraí 6to anillo, de la ciudad de Santa Cruz de La Sierra - Bolivia , Oeste, Santa Cruz;¡Preguntale!;3;3;170 m2;2;134 m2;1;U$S 135.000
X3CD8D;107.000$us casa de 4 dormitorios en la zona de Huayllani;A estrenar;km 9 Villazon Huayllani, Sacaba, Cochabamba;2020;4;3;362 m2;2;200 m2;3;U$S 107.000
AC8160;Casa a estrenar zona ESTE;A estrenar;Avenida lujan 8vo anillo, Norte, Santa Cruz;1;2;2;180 m2;1;69 m2;1;U$S 45.000
PE62BF;Casa en Venta - Zona Norte;Excelente estado;Condominio LA COLINA, Norte, Santa Cruz;2015;3;3;302 m2;2;278 m2;2;Consultar
RE271A;Casa en Venta en la Meseta deAchumani;Excelente estado;Meseta Alta de Achumani, Achumani, La Paz;2006;4;3;379 m2;3;420 m2;2;U$S 480.000
2FCDE;casa en venta de 2 y 3 dormitorios;A estrenar;virgen de cotoca, Este, Santa Cruz;2019;3;2;300 m2;1;100 m2;2;U$S 47.500
4656D;Amplia casa;Buen estado;av atahuallpa casi circunvalacion, Cala Cala, Cochabamba;¡Preguntale!;3;2;380 m2;2;190 m2;2;U$S 230.000
94311;EXTRANJERA VENDE POR VIAJE CASA en Zona Norte, El Remanso 2;Excelente estado;Calle Sirari 735 El Remanso 2, Remanso, Santa Cruz;2010;4;3;300 m2;1;160 m2;2;U$S 129.000
7951A;"HERMOSA CASA EN VENTA CONDOMINIO ""SEVILLA LAS TERRAZAS I"" POR VIAJE...";Excelente estado;CONDOMINIO SEVILLA LAS TERRZAS I, KM. 10 CARRETERA AL NORTE. , Norte, Santa Cruz;¡Preguntale!;3;2;203 m2;1;123 m2;2;U$S 88.500
AB04B;PROPIETARIO VENDE CASA INICIO LOMAS DE ACHUMANI;Buen estado;Inicio Lomas de Achumani lado Urbanización Entel II, Achumani, La Paz;2014;4;3;236 m2;3;287 m2;2;U$S 195.000
H387E2;Av. Banzer Y La Chonta;Excelente estado;Almería La Chonta KM 8 1/2, Norte, Santa Cruz;¡Preguntale!;3;3;265 m2;2;200 m2;2;U$S 130.000
K561FD;TERRENO EN VENTA COMPLEJO CAMPESTRE NORTE 1;Sin Definir;COMPLEJO CAMPESTRE NORTE 1, Norte, Santa Cruz;¡Preguntale!;¡Preguntale!;1;1.616 m2;1;¡Preguntale!;1;U$S 62.500
X84CFB;CASA A ESTRENAR EN VENTA;A estrenar;Oeste. 8vo anillo. Radial 17 1/2, Oeste, Santa Cruz;2021;3;3;170 m2;2;185 m2;2;U$S 119.500
C1EE02;i Por las fiestas de carnaval i Hermosa y acogedora casa en venta;Buen estado;Valencia, La Paz, Rí­o Abajo, La Paz;¡Preguntale!;4;3;2.200 m2;2;400 m2;3;U$S 380.000
Y12A53;¡Si estás buscando un nuevo hogar para tu familia, ya lo encontraste!;Buen estado;Aranjuez, La Paz, Aranjuez, La Paz;¡Preguntale!;4;3;1.000 m2;3;600 m2;3;U$S 740.000
JCD3B6;VENDO LINDA CASA DE 2 PLANTAS SOBRE 410 M, INMEDIACIONES DEL MERCADO DE CHILIMARCA;Buen estado;Noroeste, Cochabamba;¡Preguntale!;4;4;410 m2;2;322 m2;1;U$S 193.000
N986ED;LUJOSA CASA EN VENTA EN CONDOMINIO EL BOSQUE SUR;Buen estado;Villa Taquiña, Cochabamba;¡Preguntale!;3;1;700 m2;3;700 m2;1;U$S 560.000
F31C79;CASA EN VENTA DE 536 METROS ZONA LAS CUADRAS FINAL AV. BELZU;Buen estado;Las Cuadras, Cochabamba;¡Preguntale!;5;3;536 m2;¡Preguntale!;275 m2;1;U$S 220.000
N10B20;Casa en venta en condominio;Excelente estado;Av. Virgen de Cotoca entre 7mo y 8vo anillo condominio Bella Vista, Este, Santa Cruz;¡Preguntale!;3;3;360 m2;1;19.231 m2;1;U$S 125.000
T5EC01;Casa en Venta Irpavi. Calle Ovando.;Buen estado;Calle Ovando, Irpavi, La Paz;1990;5;3;600 m2;3;440 m2;3;U$S 635.000
JB5B87;VENDO HERMOSA CASA DE 3 PLANTAS, EN URB. BELLA VISTA, K5 A SACABA;Buen estado;Urb. Bella Vista, Sacaba, Cochabamba;¡Preguntale!;5;4;300 m2;¡Preguntale!;272 m2;1;U$S 179.000
G7B992;Casas en preventa, Condominio Mirador los Olivos;En construcción;Av.Cristo Redentor km 8 1/2 , cond. Mirador los Olivos, Remanso, Santa Cruz;2022;4;3;171 m2;2;1.558 m2;2;U$S 105.500
X183DC;CASA EN VENTA EN EL CENTRO A 1 CUADRA DE LA PLAZUELA CALLEJAS;A reciclar;CALLE COBIJA, Centro, Santa Cruz;¡Preguntale!;5;2;2.118 m2;1;1.272 m2;¡Preguntale!;U$S 119.900
S747A4;CASA DE 3 DORMITORIOS EN CONDOMINIO CASA CLUB NORTE EN VENTA;Buen estado;Zona Norte km 8,1/2 entrando por Mainter a 300 m. de la av. Banzer y cerca al Col. Cambrich, Remanso, Santa Cruz;2015;3;3;150 m2;1;105 m2;2;U$S 80.000
OE2C68;CASA EN VENTA EN EL URUBO A ESTRENAR;Excelente estado;ZONA NORTE URUBO, Urubó, Santa Cruz;2022;4;3;420 m2;2;200 m2;1;U$S 199.000
XA01F1;Casa en Venta en la Av. Melchor Pinto a 3 cuadras del 1er anillo;Buen estado;Calle Oliden Nro. 168 entre Av. Melchor Pinto y Calle Ballivian, Centro, Santa Cruz;¡Preguntale!;5;3;210 m2;2;258 m2;2;U$S 165.000
C372C5;TOWN HOUSE EN VENTA...ZONA NORTE... SÓLO $50.000;A estrenar;Norte, Santa Cruz;2022;2;2;90 m2;1;76 m2;1;U$S 50.000
YD2C97;CASA SOBRE AV EL REMANSO Z/NORTE;Buen estado;Remanso, Santa Cruz;2007;4;3;292 m2;2;200 m2;3;U$S 169.000
E37668;CASA EN VENTA EN LA AV. SANTOS DUMONT - A ESTRENAR;A estrenar;Av. Santos Dumont 6to y 7mo anillo, Sur, Santa Cruz;2022;4;3;159 m2;2;185 m2;2;U$S 116.900
Y74946;CASA EN VENTA EN SEVILLA PINATAR - ZONA NORTE;Excelente estado;Km. 10 al norte, Av. Internacional, Norte, Santa Cruz;2018;3;2;257 m2;1;115 m2;2;U$S 106.000
U1219C;CASA EN VENTA - URUBO (JARDINES DEL URUBO);Excelente estado;URUBO, Urubó, Santa Cruz;2015;4;3;370 m2;2;270 m2;3;U$S 245.000
D18175;CASA EN VENTA A PRECIO DE TERRENO, EN AV. ALEMANA;A reciclar;Av. Alemana 3er y 4to anillo, Norte, Santa Cruz;2010;3;2;240 m2;1;216 m2;1;U$S 130.000
A1F119;Casa minimalista a ESTRENAR zona norte;A estrenar;9no anillo Av. Cristo Redentor, Remanso, Santa Cruz;2022;4;3;157 m2;2;203 m2;2;U$S 129.000
B71D31;CASA DE LUJO EN VENTA - Colinas del Urubó, Sector 1;Excelente estado;Colinas del Urubó, Urubó, Santa Cruz;2016;4;3;760 m2;2;516 m2;2;U$S 590.000
V43C74;HERMOSAS CASAS EN VENTA Z/SUR;A estrenar;Sur, Santa Cruz;¡Preguntale!;4;3;200 m2;1;160 m2;2;U$S 100.000
W66017;CASA MIRAFLORES PARA CONSTRUCCION, NEGOCIO O VIVIENDA;Requiere mantenimiento;Gerónimo soria, Miraflores, La Paz;¡Preguntale!;5;3;226 m2;3;268 m2;¡Preguntale!;U$S 198.000
ID447C;Casa en VENTA zona sur;Buen estado;Avenida Blooming, Sur, Santa Cruz;2015;3;2;140 m2;1;180 m2;2;U$S 77.000
D49A95;CASA EN VENTA ZONA DOBLE VIA LA GUARDIA;A estrenar;Urbanización Los Piyos, final Av. Moscú, Doble via la guardia, Santa Cruz;2021;2;1;360 m2;1;67 m2;3;U$S 38.000
Y988A3;CASA EN VENTA - CALLE LUIS LAVADENZ - ZONA NORESTE;Requiere mantenimiento;la ubicación de la propiedad esta entre el 2do y 1er anillo entre la alemana y mutualista. ingresando por Kolping., Norte, Santa Cruz;¡Preguntale!;4;3;409 m2;1;312 m2;1;U$S 210.000
C8F752;CASAS EN PREVENTA EN EL URUBO- PROYECTO URUBO NORD;A estrenar;CARRETERA AL CUCHI, Urubó, Santa Cruz;2022;3;3;210 m2;2;153 m2;1;U$S 150.000
MECC7B;CASA COMERCIAL EN VENTA-TIQUIPAYA;Excelente estado;CALLE JULIO RODRIGUEZ, Tiquipaya, Cochabamba;2017;5;3;312 m2;3;642 m2;2;U$S 143.000
I6BA09;CREDITO DIRECTO DE HERMOSAS CASAS EN VENTA - ZONA SATELITE;A estrenar;Satélite , Norte, Santa Cruz;¡Preguntale!;2;1;108 m2;1;81 m2;1;U$S 33.000
e600B;MODERNA CASA A ESTRENAR EN COLINAS LA CAÑADA;A estrenar;Urubó, Santa Cruz;2017;4;3;830 m2;2;431 m2;3;U$S 350.000
75E0A;Hermosa casa en venta barrio Cordecruz Sur;Buen estado;Calle San Sebastian, Sur, Santa Cruz;1998;3;3;900 m2;1;347 m2;2;U$S 240.000
DDC83;MODERNA CASA EN VENTA A ESTRENAR;A estrenar;AV.santos dumont C/ marino telchi a tres cuadras del 2do anillo, Sur, Santa Cruz;2019;3;3;375 m2;1;254 m2;3;U$S 250.000
82D03;Propiedad a estrenar;A estrenar;Condominio Santa Cruz de la Colina, Urubó, Santa Cruz;2018;3;3;350 m2;1;170 m2;2;U$S 170.000
FD66D;BELLA CASA EN BAJO SEGÜENCOMA;Excelente estado;Bajo Següencoma, Seguencoma, La Paz;¡Preguntale!;5;3;322 m2;2;300 m2;3;U$S 123.456.789
68F38;CASA EN ESQUINA zona ciudad del niño, urbanizacion ecologica, diseño funcional.;A estrenar;Urbanizacion Ecologica, zona ciudad del niño a 2 cuadra de la circunvalacion, Tiquipaya, Cochabamba;2018;5;3;252 m2;3;245 m2;3;U$S 175.000
821F2;Casa En Venta Ciudad Satélite;Excelente estado;Ciudad Satélite, El alto;2005;5;3;200 m2;2;250 m2;3;U$S 189.000
1DA2D;Casa a estrenar Valle Sanchez;A estrenar;Norte, Santa Cruz;¡Preguntale!;3;2;335 m2;¡Preguntale!;120 m2;¡Preguntale!;U$S 65.000
5,90E+93;casa;Buen estado;"ZONA DE INKA RANCHO.Av, Villazon Km. 7,1/2 de la altura del Surtidor ""QK"" BAJAR HACIA EL SUD 4 CUADRAS, Sacaba, Cochabamba";2017;4;3;250 m2;2;190 m2;3;U$S 98.000
563DF;"CASA EN VENTA ZONA NORTE ""CASA YA VENDIDA""";Excelente estado;Condominio Casa Club Norte Ingreso la Chonta Zona norte , Norte, Santa Cruz;2015;3;2;170 m2;1;140 m2;2;U$S 69.500
33C91;casa;Buen estado;av blanco galindo km11 1/2 calle saavedra,, Quillacollo, Cochabamba;¡Preguntale!;4;2;210 m2;1;180 m2;1;U$S 92.000
CA405;Casa a estrenar en tiquipaya;A estrenar;Av. Gualberto Villarroel casi Av. Chapisirca, Tiquipaya, Cochabamba;2017;4;3;315 m2;2;215 m2;2;U$S 155.000
7A572;EXTRANJERA VENDE POR VIAJE CASA en Condominio Privado;Excelente estado;Condominio Las Brisas Norte casa 55, 8 1/2 anillo, Zona Norte, Remanso, Santa Cruz;2013;3;3;210 m2;2;145 m2;2;U$S 115.000
F476B;vendo casa a estrenar;A estrenar;Este, Santa Cruz;¡Preguntale!;3;2;314 m2;¡Preguntale!;115 m2;¡Preguntale!;U$S 58.000
73AC6;CASA MINIMALISTAS PRECIOS DE PRE-VENTA. ZONA SUR;A estrenar;RADIAL 13 Y AV BOLIVIA, Sur, Santa Cruz;¡Preguntale!;3;2;200 m2;1;185 m2;2;U$S 83.000
ID11EC;AMPLIA CASA EN VENTA EN CONDOMINIO JARDINES DEL URUBO 2;Excelente estado;CONDOMINIO JARDINES DEL URUBO 2, Urubó, Santa Cruz;¡Preguntale!;4;3;700 m2;3;320 m2;3;U$S 255.000
W45D9C;ZONA EL REMANSO AMPLIA CASA DE UNA PLANTA EN VENTA;Buen estado;ZONA JARDINES DEL REMANSO, Norte, Santa Cruz;¡Preguntale!;3;3;360 m2;1;205 m2;2;U$S 138.000
EB5291;CASA EN VENTA PARA VIVIENDA Y NEGOCIO;Excelente estado;alameda junin, Oeste, Santa Cruz;¡Preguntale!;5;3;270 m2;3;600 m2;3;U$S 550.000
EBAB88;CASA EN VENTA ZONA URUBÓ, CONDOMINIO Santa Cruz de la Colina;Excelente estado;Urubó, Santa Cruz;2021;3;3;402 m2;2;285 m2;3;U$S 225.000
S55A9B;CASA EN VENTA ZONA URUBÓ, CONDOMINIO Santa Cruz de la Colina;Excelente estado;Urubó, Santa Cruz;2021;3;3;402 m2;2;285 m2;3;U$S 225.000
FF625E;HERMOSA CASA A ESTRENAR EN VENTA CON MUEBLERÍA DE REGALO;A estrenar;AV SANTOS DUMONT 6to Anillo , Sur, Santa Cruz;2021;4;3;180 m2;2;236 m2;2;U$S 139.000
N2B19A;LINDA CASA EN VENTA CON CRÉDITO FINANCIAMIENTO BANCARIO;Excelente estado;ubicado en octavo anillo tres paso al frente, Este, Santa Cruz;¡Preguntale!;4;2;300 m2;1;200 m2;1;U$S 85.000
Y568F7;CASA EN VENTA COND SEVILLA EL BOSQUE;Excelente estado;KM 10 al Norte, Condominio Sevilla El Bosque, Norte, Santa Cruz;2016;3;3;198 m2;1;109 m2;1;U$S 100.000
EEC082;Casa en venta de 4 dormitorios, zona norte Condominio Villa del Milagro;Excelente estado;Av. Radial 26 5to anillo, Norte, Santa Cruz;¡Preguntale!;5;3;24.645 m2;2;312 m2;2;U$S 220.000
U8BC21;CASAS EN PREVENTA EN MAR ADENTRO;A estrenar;Mar Adentro, Urubó, Santa Cruz;2023;3;2;300 m2;1;125 m2;2;U$S 89.900
H5EA4B;CASA EN VENTA EN CONDOMINIO ZONA NORTE;Buen estado;Condomio sevilla terrazas , Norte, Santa Cruz;¡Preguntale!;3;3;40.229 m2;1;15.565 m2;2;U$S 108.000
YF2B58;CASA EN VENTA - Condominio Jardines del Norte V;Excelente estado;Condominio Jardines del Norte V, Norte, Santa Cruz;2019;3;3;179 m2;2;179 m2;2;U$S 220.000
R8D395;CASA EN VENTA BARRIO “URBARÍ” - ZONA OESTE;Buen estado;Av. Piraí , Urbari, Santa Cruz;2007;4;3;345 m2;2;271 m2;1;U$S 280.000
P57573;CASA EN VENTA A ESTRENAR EN CONDOMINIO ZONA NORTE;A estrenar;Norte, Santa Cruz;2022;3;3;145 m2;2;148 m2;2;U$S 95.000
VE99B1;Casa en Venta Equipada zona norte condominio Sevilla Real;A estrenar;Av Banzer y g77, Norte, Santa Cruz;2018;3;3;183 m2;2;156 m2;2;U$S 143.500
EFD0D0;CASA AMPLIA COLONIAL PROX. AMERICA OESTE FINAL 465 m2;Requiere mantenimiento;PROX. AMERICA OESTE FINAL , Sarcobamba, Cochabamba;1990;4;3;465 m2;2;265 m2;2;U$S 229.800
PBE0C1;En venta Casa de Lujo Totalmente amoblada Condominio la Hacienda del Urubo;Excelente estado;Urubo condominio la hacienda del Urubo , Urubó, Santa Cruz;2021;4;3;732 m2;2;562 m2;3;U$S 850.000
None;En venta Casa de Lujo Totalmente amoblada Condominio la Hacienda del Urubo;None;None;2021;None;None;None;None;None;None;None
FCD166;ZONA SUR - SANTOS DUMONT 4TO ANILLO CASA EN VENTA;A estrenar;RADIAL 13, Sur, Santa Cruz;2020;5;3;360 m2;2;320 m2;3;U$S 209.000
AE3BAF;CASA EN VENTA, ACHUMANI;A estrenar;Suiza II, Achumani, La Paz;CASA EN VENTA, ACHUMANI;3;3;300 m2;2;330 m2;3;U$S 210.000
F60DDA;CASAS EN VENTA A ESTRENAR COND. COLONIAL NORTE;A estrenar;Norte, Santa Cruz;2021;3;3;145 m2;2;148 m2;2;U$S 95.000
