index,referencia,titulo_anuncio,estado_casa,departamento,ubicacion,nro_habitaciones,nro_baño,m2_terreno,nro_plantas,m2_edificados,nro_garajes,precio_venta,antiguedad
259,18520,CHALET EN ZONA DOBLE VIA A LA GUARDIA. MODERNO,A estrenar,Santa Cruz,Radial 17 Y 1/2_ Doble via la guardia_ Santa Cruz,3.0,2,280.0,1.0,120.0,2.0,79000.0,4.0
260,4D441,CASA EN CONDOMINIOO EN ZONA SUR,A estrenar,Santa Cruz,6to y 7mo sur_ Sur_ Santa Cruz,4.0,3,300.0,2.0,200.0,3.0,96000.0,5.0
261,5F09C,CASAS CHALETS A ESTRENAR,A estrenar,Santa Cruz,AV MONTECRISTO 9NO ANILLO_ Este_ Santa Cruz,3.0,2,300.0,1.0,85.0,1.0,63500.0,4.0
262,5697,CASA DENTRO DE CONDOMINIO,A estrenar,Santa Cruz,7MO ANILLO ZONA SUR_ Sur_ Santa Cruz,4.0,3,260.0,2.0,150.0,2.0,96000.0,5.0
263,E2391,CASAS MINIMALISTAS ZONA OESTE,A estrenar,Santa Cruz,R17 7MO ANILLO_ Oeste_ Santa Cruz,3.0,2,240.0,1.0,110.0,1.0,79000.0,4.0
264,719B3,CASA SOBRE AVENIDA,A estrenar,Santa Cruz,6TO ANILLO EXTERNO ZONA SUR_ Sur_ Santa Cruz,3.0,3,210.0,2.0,150.0,1.0,100000.0,
265,CA143,LINDO DEPARTAMENTO EN LAS PALMAS,Excelente estado,Santa Cruz,LAS PALMAS_ Oeste_ Santa Cruz,3.0,3,200.0,1.0,200.0,2.0,221000.0,
266,68792,"EL CASADO,DEPARTAMENTO QUIERE EN 2DO ANILLO , RESIDENCIAS SUR",A estrenar,Santa Cruz,Sur_ Santa Cruz,2.0,2,79.0,1.0,79.0,,72000.0,5.0
267,2C2E9,CASAS TIPO CHALET,A estrenar,Santa Cruz,8VO ANILLO BARRIO EL FUERTE_ Sur_ Santa Cruz,2.0,1,400.0,1.0,85.0,,70000.0,5.0
268,E96D9,casa para empresa en EXCELENTE UBICACION CRUCEÑA,Excelente estado,Santa Cruz,AV PARAGUA_ Este_ Santa Cruz,5.0,3,1000.0,1.0,893.0,3.0,430000.0,8.0
269,F93BE,CASA RESIDENCIAL EN ZONA NORTE,Excelente estado,Santa Cruz,2do anillo zona del Cristo_ Norte_ Santa Cruz,4.0,3,360.0,2.0,300.0,2.0,365000.0,
270,9791F,VIVIENDA FAMILIAR,Excelente estado,Santa Cruz,PLAN 3000 MERCADO LOS POCITOS_ Este_ Santa Cruz,5.0,3,400.0,2.0,200.0,3.0,170000.0,
271,H93546,I-201 245 CASA EN URBANIZACIÓN PALOS VERDES,Excelente estado,Santa Cruz,Norte_ Santa Cruz,3.0,3,210.0,2.0,220.0,2.0,145000.0,
272,HDE30F,Amplia Casa en Esquina - Condominio Fontana Riviera 1,Excelente estado,Santa Cruz,Km 8 y medio entre Av. G77 y Avenida Internacional_ Norte_ Santa Cruz,4.0,3,371.0,1.0,149.0,2.0,136000.0,5.0
273,P9BD1F,En CONDOMINIO TERRANOVA en 7mo. anillo Norte vendo casa,Excelente estado,Santa Cruz,Septimo anillo Norte_ Remanso_ Santa Cruz,3.0,3,180.0,2.0,250.0,2.0,141000.0,
274,A85C08,En Venta! Hermosas Casas gemelas en Zona Norte,A estrenar,Santa Cruz,Av. Alemana 5to Anillo_ Norte_ Santa Cruz,4.0,3,180.0,2.0,200.0,2.0,139500.0,1.0
275,Y34252,DEPARTAMENTO EN VENTA,A estrenar,Santa Cruz,Santa Cruz_ Av. Santos Dumont_ Sur_ Santa Cruz,1.0,1,45.0,1.0,45.0,1.0,34000.0,1.0
276,F9083A,CASA EN VENTA,Excelente estado,Santa Cruz,Santa Cruz_ Av. Paragua _ Norte_ Santa Cruz,4.0,3,250.0,2.0,361.0,3.0,257000.0,
277,LBB3D4,CASAS A CREDITO DIRECTO,A estrenar,Santa Cruz,KM 10 VIRGEN DE COTOCA_ Este_ Santa Cruz,2.0,1,210.0,1.0,60.0,1.0,36000.0,
278,S77247,Casa en venta en condomimio exclusivo Barrio Norte.,Excelente estado,Santa Cruz,av banzer entre 4to y 5to anillo_ Norte_ Santa Cruz,4.0,3,270.0,2.0,500.0,3.0,550000.0,4.0
279,QB9F55,CASA EN VENTA EN COCHABAMBA,Excelente estado,Cochabamba,Pacata_ Cochabamba,4.0,3,347.0,2.0,420.0,3.0,224000.0,
280,F4F602,CASA EN ZONA ESTE,A estrenar,Santa Cruz,KM 10 VIRGEN DE COTOCA_ Este_ Santa Cruz,3.0,2,240.0,1.0,120.0,2.0,58000.0,1.0
281,NADE1B,Hermosa casa amplia en venta en el Urubó Golf,Excelente estado,Santa Cruz,a 5 minutos del puente_ Urubó_ Santa Cruz,5.0,3,1282.0,1.0,518.0,3.0,680000.0,10.0
282,Z363A2,Casa en venta,A estrenar,Santa Cruz,Av. G-77_ Norte_ Santa Cruz,3.0,1,300.0,1.0,104.0,1.0,73000.0,
283,TBFAE4,casa en venta centro de santa cruz,Buen estado,Santa Cruz,calle 24 de septiembre_ Centro_ Santa Cruz,5.0,3,412.0,2.0,560.0,,350000.0,
284,O24256,Casa zona Satélite Norte,Excelente estado,Santa Cruz,Urb. Integración del Norte MZ 10 lote 16_ detrás del mercado Monumental (zona Satélite Norte)_ Norte_ Santa Cruz,3.0,1,300.0,1.0,120.0,1.0,45000.0,3.0
285,MA7C17,Casa en venta zona Av La Barranca,Buen estado,Santa Cruz,calle 1 pajonal_ Sur_ Santa Cruz,5.0,3,634.0,2.0,541.0,3.0,355000.0,12.0
286,S882FA,"URB LA TRANQUERA II, CASA EN VENTA",A estrenar,Santa Cruz,URB. LA TRANQUERA II_ Este_ Santa Cruz,3.0,2,298.0,1.0,115.0,2.0,57000.0,3.0
287,J575A1,"CASA EN VENTA, IRPAVI CALLE 4",Excelente estado,La Paz,Calle 4 de Irpavi_ Irpavi_ La Paz,4.0,3,760.0,1.0,512.0,3.0,539000.0,
288,A66FF8,HERMOSA CASA EN VENTA CHILIMARCA,Excelente estado,Cochabamba,Tiquipaya_ Cochabamba,5.0,3,1203.0,2.0,592.0,3.0,690000.0,10.0
289,A2BCD8,CASA EN VENTA EN CONDOMINIO Zona Norte km9,Buen estado,Santa Cruz,km9 a 1 cuadra de la Banzer_ Norte_ Santa Cruz,3.0,3,266.0,2.0,180.0,3.0,160000.0,21.0
290,EA6CEE,I-201 244 CASA VENTA O ANTICRETICO LUJAN Urbanización las Maras,Requiere mantenimiento,Santa Cruz,Este_ Santa Cruz,3.0,1,381.0,1.0,,1.0,37000.0,
291,W9A4E2,I-201 243 CASA AMPLIA Y NUEVA,Excelente estado,Santa Cruz,Sur_ Santa Cruz,3.0,1,360.0,1.0,125.0,1.0,60000.0,
292,D43F49,CASA DE PLAYA EN VENTA Beach Housing,A estrenar,Santa Cruz,urubo_ Urubó_ Santa Cruz,2.0,2,110.0,1.0,90.0,2.0,80000.0,5.0
293,L7487A,CASA EN VENTA DE 3 DORMITORIOS con Estudio y churrasquera️,Buen estado,Santa Cruz,URBANIZACION/ Espíritu Santo_ Este_ Santa Cruz,3.0,2,34080.0,1.0,24363.0,2.0,133000.0,18.0
294,HDC844,Por el Urubo Urbanizacion Villa Bonita Linda Casa de350m2,Requiere mantenimiento,Santa Cruz,Urbanizacion Villa Bonita_ Urubó_ Santa Cruz,4.0,3,642.0,2.0,350.0,3.0,210000.0,7.0
295,Y14DA9,EN LA FLORIDA BELLA CASA EN ALQUILER O VENTA,Excelente estado,La Paz,Urb. Privada_ La Florida_ La Paz,5.0,3,600.0,1.0,760.0,3.0,700000.0,
296,C57BE5,"portales del norte , casas ECO SMART",A estrenar,Santa Cruz,2 minutos de la avenida banzer _ zona los sevillas_ Norte_ Santa Cruz,3.0,3,176.0,2.0,167.0,2.0,109900.0,1.0
297,ECC64,CASAS EN VENTA a ESTRENAR ZONA SUR,Buen estado,Santa Cruz,Dumont-7mo anillo a 3 cuadras de la AV Principal._ Sur_ Santa Cruz,4.0,2,130.0,2.0,128.0,1.0,125000.0,
298,C2F79,Motivo de viaje,Excelente estado,Santa Cruz,Sur_ Santa Cruz,5.0,2,32.0,,10.0,,145.0,
299,P55651,CASAS A ESTRENAR CON PRECIOS DE PREVENTA EN AV. SANTOS DUMONT,A estrenar,Santa Cruz,a 2 cuadras Av. Santos Dumont_ zona residencial._ Sur_ Santa Cruz,3.0,3,180.0,2.0,175.0,2.0,103000.0,2.0
300,N6400C,CASA EN VENTA ZONA SIRARI EQUIPETROL,Excelente estado,Santa Cruz,Equipetrol B/ Sirari _ Equipetrol_ Santa Cruz,4.0,3,370.0,2.0,488.0,2.0,370000.0,
301,1E396,HERMOSA CASA EN OFERTA,Excelente estado,Santa Cruz,Este_ Santa Cruz,3.0,2,200.0,,120.0,,60000.0,
302,W2B98A,COMODA CASA EN VENTA EN CONDOMINIO VICTORIA ZONA 4TO ANILLO ROCA Y CORONADO,Buen estado,Santa Cruz,Oeste_ Santa Cruz,3.0,3,265.0,1.0,132.0,2.0,149000.0,11.0
303,M47F6C,"Casa en Condominio ""Almería Beni""",Excelente estado,Santa Cruz,Av. Beni y 8vo anillo_ Norte_ Santa Cruz,3.0,3,30285.0,1.0,164.0,2.0,149900.0,5.0
304,W0BE4E,"Cómoda casa en venta con piscina Remanso 3,",Buen estado,Santa Cruz,remanso 3_ Remanso_ Santa Cruz,3.0,3,275.0,1.0,160.0,,138500.0,
305,WBF489,"CASA EN PREVENTA Barrio ORIENTAL, 4TO ANILLO, Canal Isuto",En construcción,Santa Cruz,RADIAL 26 ENTRE 4TO Y 5TO ANILLO_ Norte_ Santa Cruz,3.0,3,175.0,2.0,194.0,2.0,167000.0,0.0
306,X6241,Barrio La Ramada zona comercial vendo Casas cerca Av Isabel La Catolica,Requiere mantenimiento,Santa Cruz,Cerca Isabel La Catolica y La Ramada_ Oeste_ Santa Cruz,5.0,2,380.0,1.0,320.0,2.0,380000.0,26.0
307,RB553B,CASA,Buen estado,Santa Cruz,URB. SAN ANTONIO MZA. 24_ UV. 005_ LOTE 16_ CALLE S/N_ Warnes_ Warnes,5.0,1,300.0,1.0,110.0,1.0,52000.0,10.0
308,J8C5A8,CASA EN VENTA A ESTRENAR EN EL URUBO Condominio Villa Real,A estrenar,Santa Cruz,Urubó_ Santa Cruz,5.0,3,533.0,2.0,340.0,3.0,280000.0,1.0
309,BCC2C7,CASA DE LUJO EN VENTA - CONDOMINIO URUBO,Excelente estado,Santa Cruz,Urubó_ Santa Cruz,3.0,3,1502.0,2.0,1200.0,3.0,,7.0
310,IA1B38,"HERMOSA Y CENTRICA CASA EN VENTA 3 MINUTOS CINE CENTER .EMI,SCZ",Excelente estado,Santa Cruz,zona sur_ Sur_ Santa Cruz,3.0,2,252.0,2.0,140.0,3.0,220000.0,8.0
311,Y3B484,"EN OFERTA HERMOSA CASA EN VENTA!! B/ POLANCO 3er ANILLO, Z/ SUR",Excelente estado,Santa Cruz,Barrio Polanco a 1 cuadra del 3er Anillo Zona Sur_ Sur_ Santa Cruz,4.0,3,788.0,2.0,422.0,3.0,399000.0,10.0
312,LD04B5,CASA EN VENTA EN CONDOMINIO SEVILLA LAS TERRAZAS II ZONA NORTE,Excelente estado,Santa Cruz,Norte_ Santa Cruz,3.0,2,200.0,1.0,94.0,2.0,90000.0,12.0
313,D93EAD,Av. Alemana Y 8vo Anillo,Excelente estado,Santa Cruz,Av. Alemana Y 8vo Anillo_ Norte_ Santa Cruz,3.0,3,170.0,2.0,150.0,2.0,140000.0,4.0
314,T2D091,Hermosa Casa,Excelente estado,Santa Cruz,Colinas del Urubo_ Urubó_ Santa Cruz,5.0,3,2000.0,2.0,750.0,3.0,1300000.0,3.0
315,N5AB33,CASA DE DOS PLANTAS EN VENTA EN EL TERCER ANILLO BARRIO POLANCO,Buen estado,Santa Cruz,polanco_ Polanco_ Santa Cruz,4.0,3,340.0,2.0,235.0,1.0,230000.0,4.0
316,F79225,CASA EN VENTA DE DOS PLANTAS AV. BENI 5TO ANILLO,Excelente estado,Santa Cruz,Av. Beni 5to anillo_ Hamacas_ Santa Cruz,4.0,3,380.0,2.0,300.0,2.0,280000.0,
317,Z4529F,CASA EN VENTA SOBRE AV. MUTUALISTA,Buen estado,Santa Cruz,Av. Mutualista entre 3er y 4to anillo_ sobre la Avenida_ Este_ Santa Cruz,5.0,3,300.0,2.0,270.0,3.0,240000.0,28.0
318,T4906F,Casa en Fontana,A estrenar,Santa Cruz,Fontana_ Norte_ Santa Cruz,3.0,2,42660.0,1.0,9761.0,2.0,105500.0,1.0
319,RE81B3,Casa en venta con piscina en condominio zona norte,Buen estado,Santa Cruz,Zona norte Remanso_ Remanso_ Santa Cruz,5.0,3,598.0,2.0,480.0,3.0,305000.0,
320,WCD56B,"CASA EN VENTA ZONA NORTE ""CIUDAD JARDIN""",Buen estado,Santa Cruz,Zona norte 6to anillo Condominio Ciudad Jardin_ Norte_ Santa Cruz,3.0,3,300.0,2.0,332.0,3.0,260000.0,
321,ZBEF40,"CASA EN VENTA, SAN ALBERTO",Excelente estado,La Paz,URBANIZACIÓN SAN ALBERTO_ San Alberto_ La Paz,4.0,3,1190.0,2.0,591.0,3.0,980000.0,
322,45495,HERMOSA CASA DE OCASIÓN SEVILLA LOS JARDINES,A estrenar,Santa Cruz,SEVILLA LOS JARDINES_ Norte_ Santa Cruz,3.0,2,180.0,1.0,95.0,1.0,500.0,
323,UB9734,CASA A ESTRENAR EN REMANSO 3,A estrenar,Santa Cruz,REMANSO 3_ Remanso_ Santa Cruz,3.0,3,150.0,2.0,145.0,2.0,109000.0,1.0
324,9D3CD,HERMOSAS CASAS MODELOS,A estrenar,Santa Cruz,AVENIDA BANZER ENTRANDO POR EL PRIMER SEVILLA AL FRENTE 2000 METROS HACIA LA RADIAL 26_ LADO NORTE LA MOLINA _ Norte_ Santa Cruz,,2,300.0,1.0,98.0,1.0,1000.0,5.0
325,Y9ABDF,CASA A ESTRENAR EN VENTA 5 HABITACIONES,A estrenar,Cochabamba,Sacaba_ Cochabamba,5.0,3,340.0,3.0,420.0,3.0,179000.0,1.0
326,N22EA0,"EN VENTA - TOWNHOUSE COMPLETO! CON 4 DORM, ASCENSOR Y CHURRASQUERA",Buen estado,Santa Cruz,4to anillo Condominio Multifamiliar Boulevard Hamacas_ Hamacas_ Santa Cruz,4.0,2,185.0,2.0,185.0,1.0,162500.0,
327,F4ACE9,Casa en venta a estrenar Av. Paragua entre 3er y 4to anillo,A estrenar,Santa Cruz,Este_ Santa Cruz,3.0,3,156.0,1.0,153.0,2.0,172000.0,
328,JE66A3,CASA EN VENTA ZONA NORTE,Buen estado,Santa Cruz,Av. Principal_ paralela a la Av. Banzer y Av. Beni casi 4to. Anillo_ Hamacas_ Santa Cruz,5.0,3,363.0,2.0,300.0,2.0,225000.0,4.0
329,Y3AF72,ZONA NORTE CASA EN VENTA CON PISCINA,Excelente estado,Santa Cruz,Zona norte entre 6to y 7mo anillo_ Norte_ Santa Cruz,4.0,3,178.0,2.0,178.0,2.0,145000.0,
330,AD6F84,EN VENTA CASA CENTRICA A PASOS DEL COLEGIO LA SALLE,Buen estado,Cochabamba,Paseo El Prado_ Centro_ Cochabamba,5.0,3,265.0,2.0,297.0,1.0,207000.0,22.0
331,KC8093,DPTO. 2 DORM. EN VENTA - COND. EIVISSA,A estrenar,Santa Cruz,OCTAVO ANILLO_ Norte_ Santa Cruz,2.0,2,95.0,1.0,95.0,2.0,87000.0,3.0
332,D48989,CASA EN VENTA. COND. LAGUNA AZUL,Excelente estado,Santa Cruz,condominio laguna azul_ Oeste_ Santa Cruz,3.0,2,600.0,1.0,158.0,3.0,115000.0,8.0
333,K56F80,CONDOMINIO LOS MANGALES,Excelente estado,Santa Cruz,CONDOMINIO LOS MANGALES_ Norte_ Santa Cruz,3.0,3,233.0,1.0,205.0,2.0,155000.0,8.0
334,REB28B,"CASA EN VENTA, Esquina Urb. COTOCA",A estrenar,Santa Cruz,URB. COTOCA_ Este_ Santa Cruz,3.0,2,398.0,1.0,151.0,2.0,110000.0,5.0
335,M88C70,*Casa Sobre Avenida en el Urubo - NEGOCIOS*,Excelente estado,Santa Cruz,villa bonita urubo_ Urubó_ Santa Cruz,3.0,3,634.0,1.0,212.0,3.0,195000.0,8.0
336,FADAF1,CASAS EN VENTA – PROYECTO “PALMAS DE COCO”,A estrenar,Santa Cruz,urbanización palmas del norte_ Norte_ Santa Cruz,3.0,2,300.0,1.0,120.0,2.0,75000.0,1.0
337,G28098,Casa en Venta 3 Suites - Condominio La Casona,Excelente estado,Santa Cruz,avenida virgen de cotoca_ Este_ Santa Cruz,3.0,3,150.0,2.0,202.0,2.0,105000.0,6.0
338,Z93B0E,Casa a Estrenar Zona Sur,A estrenar,Santa Cruz,Av. Santos Dumont entre 7mo y 8vo anillo_ Sur_ Santa Cruz,4.0,3,240.0,1.0,190.0,2.0,89000.0,1.0
339,Z724FD,CASA EN VENTA EN HACIENDA DEL URUBO,Excelente estado,Santa Cruz,CONDOMINIO HACIENDA DELL URUBO_ Urubó_ Santa Cruz,4.0,3,790.0,1.0,384.0,3.0,495000.0,3.0
340,O86CB0,CASA EN VENTA DE 2 PISOS,Excelente estado,Santa Cruz,URB. EL TRAPICHE I_ Este_ Santa Cruz,4.0,3,180.0,2.0,185.0,1.0,60000.0,3.0
341,G3FD9D,Amplia Casa en Condominio,Excelente estado,Santa Cruz,6to anillo frente a la ucebol_ Norte_ Santa Cruz,4.0,3,414.0,2.0,350.0,2.0,370000.0,13.0
342,F5B1A3,Cómoda Casa en Venta,Buen estado,Santa Cruz,condominio Santa Cruz de la Colina_ Urubó_ Santa Cruz,4.0,3,400.0,1.0,223.0,1.0,220000.0,13.0
343,T9F46F,Hermosa casa en el Urubo- Condominio Santa Cruz de la Colina¡,A estrenar,Santa Cruz,condominio Santa Cruz de la Colina_ Urubó_ Santa Cruz,3.0,3,371.0,1.0,229.0,2.0,185000.0,1.0
344,Q4C6E8,Casa en Venta en Condominio¡,Buen estado,Santa Cruz,condominio Santa Cruz de la Colina_ Urubó_ Santa Cruz,4.0,3,520.0,1.0,256.0,2.0,245000.0,18.0
345,AF9B4E,Departamento en Venta!,A estrenar,Santa Cruz,Barrio Hamacas_ Norte_ Santa Cruz,3.0,2,120.0,1.0,120.0,1.0,130000.0,2.0
346,P79456,HERMOSA CASA EN VENTA - CONDOMINIO VICTORIA,Buen estado,Santa Cruz,Roca y Coronado _ Oeste_ Santa Cruz,3.0,2,347.0,2.0,274.0,2.0,220000.0,13.0
347,JE81C3,Urb. Punto Alto- Casa en Venta a Estrenar,A estrenar,Santa Cruz,Av. Montecristo 7mo Anillo_ Este_ Santa Cruz,3.0,2,360.0,1.0,125.0,2.0,94000.0,2.0
348,X645D4,CASA EN VENTA A ESTRENAR – COND. ICARAI,A estrenar,Santa Cruz,avenida a cotoca_ Este_ Santa Cruz,3.0,2,451.0,1.0,112.0,2.0,88000.0,3.0
349,S6553E,CASA EN VENTA A ESTRENAR– URB. PALMA VERDE,A estrenar,Santa Cruz,URB. PALMA VERDE_ Este_ Santa Cruz,3.0,2,280.0,1.0,120.0,,75000.0,2.0
350,PEA481,CASA EN VENTA CON EXCELENTE UBICACION EN ZONA ESTE SOBRE 4TO ANILLO,Sin Definir,Santa Cruz,Av. Nicolas Suarez Nº 3100 _ 4to anillo entre Av. Paragua y Av. Canal cotoca_ Este_ Santa Cruz,5.0,3,18963.0,2.0,215.0,2.0,155000.0,
352,ZA59C5,OCASION!!! CASA $us.129.700.- SUP.229M2 ZONA NORTE AV. SIMON LOPEZ Y AV. SEGUNDA,Buen estado,Cochabamba,av.segunda y circunvalacion_ Condebamba_ Cochabamba,5.0,3,229.0,2.0,224.0,3.0,129700.0,9.0
353,E9142,CONDOMINIO JARDIN EUROPA,A estrenar,Cochabamba,Cochabamba_ Cochabamba,3.0,3,230.0,,272.0,,235000.0,
354,K70B75,Casa en Venta en Los Pinos,Excelente estado,La Paz,Los Pinos_ La Paz,5.0,3,398.0,3.0,540.0,1.0,650000.0,
355,S28A64,EN VENTA HERMOSA RESIDENCIA EN ACHUMANI,Excelente estado,La Paz,Urb. Privada_ Achumani_ La Paz,5.0,3,2700.0,2.0,900.0,3.0,2500000.0,
356,OA7EFA,Elegante Casa con piscina en Venta,Excelente estado,Santa Cruz,condominio Santa Cruz de la Colina_ Urubó_ Santa Cruz,4.0,3,725.0,1.0,400.0,3.0,420000.0,18.0
357,FB649C,CASA EN CONDOMINIO EN VENTA! Cota Cota La Paz-Bolivia,Excelente estado,La Paz,Cota Cota_ La Paz,5.0,3,387.0,3.0,410.0,3.0,460000.0,
358,UBF344,CASA EN VENTA PLENA ESQUINA,Excelente estado,Santa Cruz,Ubicado 9no anillo virgen de lujan_ Norte_ Santa Cruz,3.0,1,43115.0,1.0,172.0,1.0,39000.0,
359,Q9167B,Casa en Urubo - Villa Bonita,Excelente estado,Santa Cruz,Villa Bonita_ Urubó_ Santa Cruz,3.0,3,127.0,2.0,211.0,2.0,129500.0,7.0
360,EE24C8,CASA EN VENTA,Buen estado,La Paz,JARDINES DEL SUR_ Achumani_ La Paz,3.0,2,450.0,2.0,250.0,3.0,240000.0,
361,LBB41A,CASA EN VENTA DE 4 SUITES EN SC LA VIEJA URUBÓ - A ESTRENAR,A estrenar,Santa Cruz,Condominio Santa Cruz la Vieja_ Urubó_ Santa Cruz,5.0,3,450.0,2.0,320.0,3.0,315000.0,1.0
362,W395C2,HERMOSA CASA EN VENTA EN CONDOMINIO JARDINES DEL URUBO II,Buen estado,Santa Cruz,CONDOMINIO JARDINES DEL URUBO II_ Urubó_ Santa Cruz,3.0,3,268.0,2.0,250.0,2.0,195000.0,7.0
363,B72A6D,Vendo en Porongo una Linda Casita de campo,Excelente estado,Santa Cruz,a 8 calles de la plaza principal_ Porongo_ Porongo,,1,300.0,1.0,76.0,2.0,43000.0,3.0
364,D79E5F,Casa en Venta 5 dormitorios en Condominio Colinas del Urubó sector 2 (Urubó),Excelente estado,Santa Cruz,Condominio Colinas del Urubó sector 2_ Urubó_ Santa Cruz,5.0,3,1595.0,1.0,802.0,3.0,1200000.0,
365,D7785,ECONOMICA CASA EN VENTA,Buen estado,Santa Cruz,Condominio Da'ddario_ Oeste_ Santa Cruz,2.0,2,300.0,1.0,138.0,2.0,70000.0,10.0
366,KA3C83,"ZONA UNIVALLE -CASAS en pre venta, condominio SIGMA",A estrenar,Santa Cruz,EL REMANSO y octavo anillo_ Remanso_ Santa Cruz,3.0,3,160.0,2.0,165.0,2.0,122900.0,
367,H5EC8E,"EN VENTA ZONA NORTE, HERMOSA CASA CON PISCINA ATEMPERADA, CONDOMINIO BARCELÓ",Excelente estado,Santa Cruz,Condominio Barceló_ Remanso_ Santa Cruz,4.0,3,366.0,2.0,364.0,2.0,295000.0,7.0
368,V4E60E,CASA EN VENTA ZONA URUBO,Excelente estado,Santa Cruz,CONDOMINIO LA HACIENDA URUBO _ Urubó_ Santa Cruz,4.0,3,732.0,2.0,565.0,3.0,850000.0,
369,UDB11F,TERRENO AMPLIO EN VENTA EN CONDOMINIO CERRADO - ZONA NORTE,Excelente estado,Santa Cruz,zona norte 5to anillo radial 26_ Norte_ Santa Cruz,3.0,2,929.0,1.0,70.0,3.0,210000.0,
370,S7A47D,Condominio Jardines del Urubo 1,Buen estado,Santa Cruz,Condominio jardines del urubo 1_ Urubó_ Santa Cruz,5.0,3,1443.0,2.0,1043.0,3.0,890000.0,7.0
371,fFA51,Achumani - Propietario Vende Casa con Amplio Jardín,Buen estado,La Paz,Huantaqui (Calle 6)_ Achumani_ La Paz,3.0,2,300.0,2.0,180.0,3.0,198000.0,10.0
372,495E5,CASA EN VENTA LOMAS ALTO IRPAVI,Excelente estado,La Paz,ALTO IRPAVI LOMAS DE UCHUAMAYA ENTRE C/A Y C/1_ Irpavi_ La Paz,5.0,3,300.0,3.0,,3.0,185000.0,13.0
373,GCEFFB,Colinas del Urubo - Casa en venta,Excelente estado,Santa Cruz,Colinas del Urubo Sector 1_ Urubó_ Santa Cruz,4.0,3,760.0,2.0,516.0,2.0,590000.0,3.0
374,PB5359,Bella y Amplia Casa en Venta Zona Sur,Buen estado,Santa Cruz,Santos Dumont Urb. Occibol_ Sur_ Santa Cruz,5.0,3,420.0,2.0,285.0,3.0,225000.0,13.0
375,F7D34,Propiedad para ingresar directo,Buen estado,Santa Cruz,Norte_ Santa Cruz,3.0,2,130.0,,110.0,,87900.0,
376,Q3890E,CASA EN SEVILLA LAS TERRAZAS 1 - 3 DORM - PISCINA,Excelente estado,Santa Cruz,KM 10 AL NORTE_ CONDOMINIO SEVILLA LAS TERRAZAS 1_ Norte_ Santa Cruz,3.0,3,212.0,1.0,148.0,2.0,120000.0,10.0
377,T33471,Barrio Ramafa - Casa en Venta - 4 dorm.,Excelente estado,Santa Cruz,Santos Dumont y 2do Anillo_ Sur_ Santa Cruz,4.0,3,450.0,1.0,368.0,3.0,315000.0,10.0
378,Y3EDDF,INMUEBLE EN VENTA IDEAL PARA INSTITUCION O CONDOMINIO EN ZONA OESTE,Buen estado,Santa Cruz,Radial 17 1/2 entre 6to y 7mo Anillo_ Doble via la guardia_ Santa Cruz,5.0,3,4194.0,3.0,1760.0,3.0,880000.0,
379,I83D7E,ESTRENAR CASA EN VENTA ECONOMICA,A estrenar,Santa Cruz,KM9 VIRGEN DE COTOCA_ TRAPICHE._ Este_ Santa Cruz,3.0,2,180.0,1.0,120.0,1.0,46000.0,1.0
380,SEA9A7,Casas de lujo a estrenar y pre venta en el urubo,A estrenar,Santa Cruz,Villa bonita_ Urubo_ Urubó_ Santa Cruz,4.0,3,210.0,2.0,157.0,2.0,155000.0,0.0
381,82378,Casa,Buen estado,La Paz,Calle Nicolas Acosta a dos y media de la Plaza de San Pedro_ San Pedro_ La Paz,5.0,3,572.0,2.0,452.0,,550000.0,43.0
382,CE73DC,CASA AMOBLADA EN CONDOMINIO 5 DOR. $ 180.000.-,Excelente estado,Cochabamba,Av. Beijing.y Av. Tadeo Haenke. _ Norte_ Cochabamba,5.0,3,172.0,3.0,257.0,2.0,180000.0,8.0
383,U79E37,CASA EN VENTA ZONA NORTE REMANSO 5 DORMITORIO EN CONDOMINIO CERRADO,Excelente estado,Santa Cruz,REMANSO_ Remanso_ Santa Cruz,5.0,3,598.0,2.0,480.0,3.0,305000.0,5.0
384,A0212,Hermosa Casa a la venta - Construccion nueva,Excelente estado,Otro,Calle Alejando Guardia_ final Ismael Montes a 6 cuadras de la terminal a una cuadra de la parada de la Línea 14._ Sucre_ Sucre,4.0,3,200.0,3.0,300.0,1.0,180000.0,6.0
385,15B62,HERMOSA CASA EN VENTA.,Excelente estado,Santa Cruz,Sur_ Santa Cruz,4.0,3,270.0,,180.0,,105000.0,
386,d667D,En venta Urubo,Excelente estado,Santa Cruz,Urubó_ Santa Cruz,4.0,3,552.0,,635.0,,520000.0,
387,RDF236,CASITA SUPER ECONOMICA,Excelente estado,Santa Cruz,Urbanización Papa Francisco_ Norte_ Santa Cruz,3.0,1,26676.0,1.0,64.0,2.0,38500.0,5.0
388,E78311,CASA EN VENTA ZONA NORTE POR LA CHONTA,A estrenar,Santa Cruz,AVENIDA BANZER KM 9_ Norte_ Santa Cruz,3.0,3,163.0,1.0,125.0,2.0,80000.0,
389,C11B3,Papeles al dia,Buen estado,Santa Cruz,Avenida Mutualista Calle 36_ Norte_ Santa Cruz,5.0,3,300.0,2.0,200.0,3.0,1000.0,
