index,referencia,titulo_anuncio,estado_casa,departamento,ubicacion,nro_habitaciones,nro_baño,m2_terreno,nro_plantas,m2_edificados,nro_garajes,precio_venta,antiguedad
390,CEC9D,"VENÍ A VIVIR EN CONDOMINIO SEGURO, CON ÁREAS SOCIALES Y CERCA DE TODO",Buen estado,Santa Cruz,ÁNGEL SANDOVAL_ ZONA EL PARI_ Oeste_ Santa Cruz,3.0,3,113.0,3.0,113.0,1.0,93000.0,11.0
391,U1A7F0,"ventas modernas y amplias casas ???? en CONDOMINIO CERRADO, ZONA NORTE",A estrenar,Santa Cruz,colegio cambring_ Norte_ Santa Cruz,,3,180.0,1.0,110.0,3.0,123000.0,
392,I6CEE7,CASA QUINTA EN VENTA POR DEBAJO DEL AVALÚO,Buen estado,Santa Cruz,Doble via la guardia_ Santa Cruz,2.0,2,600.0,1.0,500.0,3.0,80000.0,
393,667CA,Norte & Asociados vende,Excelente estado,Santa Cruz,Sur_ Santa Cruz,3.0,3,390.0,,250.0,,90000.0,
394,Y33F6D,URUBO HERMOSAS CASAS EN CONDOMINIO PRIVADO,A estrenar,Santa Cruz,Villa Bonita - Urubo_ Urubó_ Santa Cruz,3.0,2,140.0,2.0,177.0,1.0,135000.0,1.0
395,L6D9F9,CASA EN VENTA DE 2 PLANTA CON UN DEPARTAMENTO AUXILIAR ZONA IMBA,Buen estado,Cochabamba,La Chimba_ Cochabamba,3.0,3,400.0,,199.0,1.0,156000.0,
396,C1CC0E,CASA EN VENTA EN EL URUBO CONDOMINIO SANTA CRUZ DE LA COLINA,A estrenar,Santa Cruz,Urubó_ Santa Cruz,3.0,3,371.0,2.0,229.0,3.0,185000.0,1.0
397,66EB4,Casa en Venta en Condominio Santa Cruz de la Colina,Buen estado,Santa Cruz,Urubó_ Santa Cruz,3.0,3,350.0,,133.0,,125000.0,
398,I16BAE,CASA EN VENTA EN CONDOMINIO CIUDAD JARDIN,Excelente estado,Santa Cruz,ZONA NORTE AVENIDA BANZER_ Norte_ Santa Cruz,3.0,3,380.0,2.0,360.0,2.0,370000.0,7.0
399,X7E344,CASA EN VENTA SOBRE AVENIDA REMANSO II,Excelente estado,Santa Cruz,REMANSO II_ Remanso_ Santa Cruz,3.0,3,301.0,2.0,240.0,2.0,185000.0,8.0
400,U4F12C,CASA A ESTRENAR EN VENTA CERCA COLEGIO TIQUIPAYA,A estrenar,Cochabamba,Av. Chillimarca - Calle Innominada a 100m de la Av. Ecológica _ Tiquipaya_ Cochabamba,3.0,3,175.0,2.0,190.0,1.0,149000.0,1.0
401,7675B,"Casa en Achumani zon 23 de marzo 2da mezeta, calle principal, adoquinada",Buen estado,La Paz,Achumani_ La Paz,3.0,2,200.0,3.0,190.0,3.0,150000.0,6.0
402,T4D247,Casa en PREVENTA en Zona NorTe. FinanciamienTo de vivienda social,En construcción,Santa Cruz,Norte_ Santa Cruz,3.0,2,329.0,1.0,104.0,2.0,72900.0,1.0
403,B5B488,CASA EN VENTA EN CONDOMINIO ZONA NORTE Av. Banzer 5to. y 6to anillo,Excelente estado,Santa Cruz,Norte_ Santa Cruz,3.0,2,168.0,1.0,104.0,1.0,145000.0,9.0
404,DFAF41,CASAS ECONOMICAS EN LA ZONA DE VALLE SANCHEZ,A estrenar,Santa Cruz,URBANIZACION VALLE SANCHEZ_ Norte_ Santa Cruz,3.0,2,250.0,1.0,115.0,2.0,55000.0,
405,E41E5F,VENDO REESIDENCIAL FUNCIONANDO !!!!!!!!!,Buen estado,Santa Cruz,av cañoto_ Centro_ Santa Cruz,5.0,3,548.0,2.0,790.0,,650000.0,10.0
406,O1A349,CASA EN VENTA - LAS PALMERAS 2 (ZONA NORTE),A estrenar,Santa Cruz,av. cristo redentor_ km 8.5_ Norte_ Santa Cruz,4.0,2,160.0,2.0,200.0,1.0,124900.0,1.0
407,A35AE4,VENDO REESIDENCIAL FUNCIONANDO !!!!!!!!!,Buen estado,Santa Cruz,av cañoto_ Centro_ Santa Cruz,2.0,3,548.0,2.0,790.0,,650000.0,10.0
408,UD2268,HERMOSA CASA EN VENTA,Excelente estado,Santa Cruz,Ubicado en el 8vo anillo dentro del condominio Bavaria_ Norte_ Santa Cruz,3.0,2,196.0,1.0,196.0,1.0,155000.0,
409,WFB860,CASAS A ESTRENAR EN VENTA,A estrenar,Santa Cruz,AVENIDA VIRGEN DE COTOCA_ Este_ Santa Cruz,3.0,2,288.0,1.0,123.0,2.0,57000.0,
410,FFD48E,CASA EN VENTA - ZONA SUR,Excelente estado,Cochabamba,Calle Santiago de Andamarca - Zona Sur_ Cochabamba_ Cochabamba,5.0,3,257.0,1.0,247.0,1.0,159500.0,6.0
411,K3FF03,Casa Nueva en Venta - Condominio PARK CITY,A estrenar,Santa Cruz,7mo. Anillo zona Norte_ Norte_ Santa Cruz,3.0,3,146.0,2.0,120.0,2.0,114500.0,5.0
412,WC090C,"HERMOSA CASA MINIMALISTA, 3 PLANTAS, SECTOR AV. VICTOR USTARIZ KM 6",Buen estado,Cochabamba,2 cuadras de la Arquimedes_ Colcapirhua_ Cochabamba,,4,200.0,3.0,275.0,1.0,139000.0,
413,CDFC79,Casa en venta a entrenar en zona norte,A estrenar,Santa Cruz,Av banzer km 8/1_ Remanso_ Santa Cruz,3.0,2,291.0,1.0,100.0,2.0,79000.0,1.0
414,DF6015,CASA EN VENTA CERCA AV. 2DA CIRCUNVALACION,Excelente estado,Cochabamba,Cochabamba_ Cochabamba,4.0,3,320.0,3.0,232.0,3.0,164000.0,
415,XAFCD4,CASA EN VENTA CON 2 DEPARTAMENTOS COLINAS DE ANDALUCIA,En construcción,Cochabamba,Cochabamba_ Cochabamba,5.0,3,450.0,3.0,528.0,2.0,230000.0,3.0
416,207E1,LAS ORQUIDEAS,A estrenar,Santa Cruz,Este_ Santa Cruz,3.0,2,100.0,,300.0,,46500.0,
417,41B9E,Hermosa Casas en Venta,A estrenar,Santa Cruz,Oeste_ Santa Cruz,3.0,2,160.0,2.0,160.0,2.0,120000.0,5.0
418,Z99B49,CASA EN VENTA ZONA URUBO CONDOMINIO JARDINES DEL URUBO l,Excelente estado,Santa Cruz,urubo_ Urubó_ Santa Cruz,4.0,3,800.0,2.0,580.0,3.0,650000.0,5.0
419,Y230EB,Condominio Urubo Country,Excelente estado,Santa Cruz,Condominio Urubo Country _ Urubó_ Santa Cruz,4.0,3,2200.0,2.0,1393.0,3.0,1280000.0,
420,Z2CFF0,CASA EN VENTA AV. VIRGEN DE COTOCA 4TO ANILLO,Excelente estado,Santa Cruz,Av. Canal Cotoca casi 4to anillo_ Sur_ Santa Cruz,4.0,3,464.0,1.0,450.0,3.0,179000.0,
421,L74E1B,Propiedad de lujo en Colinas Urubo,Excelente estado,Santa Cruz,Colinas del Urubo_ Urubó_ Santa Cruz,5.0,3,820.0,2.0,450.0,3.0,530000.0,4.0
422,D67088,CASA EN VENTA EN CONDOMINIO ZONA NORTE,Excelente estado,Santa Cruz,AV. BANZER 7MO ANILLO_ Norte_ Santa Cruz,3.0,3,167.0,2.0,150.0,2.0,149000.0,2.0
423,AA0EB2,EN VENTA CASA EN SEVILLA LAS TERRAZAS 2,Excelente estado,Santa Cruz,CONDOMINIO SEVILLA LAS TERRAZAS 2_ Norte_ Santa Cruz,4.0,2,220.0,1.0,180.0,2.0,94000.0,6.0
424,Q9D6AD,Casa en Venta Condominio La Fontana La Riviera 1,Buen estado,Santa Cruz,Km 8 y medio entre G77 y Avenida Internacional_ Norte_ Santa Cruz,3.0,2,264.0,1.0,108.0,1.0,95000.0,6.0
425,PD3633,"CASA EN VENTA CONDOMINIO ""FLORESTA""",Excelente estado,Santa Cruz,Av. Banzer entre 5to y 6to anillo_ Norte_ Santa Cruz,3.0,3,200.0,2.0,180.0,2.0,168000.0,
426,159BE,VENTA DE CASA POR NECESIDAD DE ENFERMEDAD,Excelente estado,Santa Cruz,barrio jardin latino calle sayubu # 55_ Oeste_ Santa Cruz,3.0,2,391.0,1.0,290.0,1.0,140000.0,18.0
427,X94B0A,EN VENTA PRECIOSA CASA EN UMAMANTA,Excelente estado,La Paz,Umamanta_ Umamanta_ La Paz,5.0,3,570.0,2.0,360.0,3.0,355000.0,
428,FF70D5,CASA EN ZONA DE GRAN PLUSVALIA - TARIJA,A estrenar,Otro,San Blas_ cerca a la villa olímpica. S/N_ Tarija_ Tarija,3.0,2,300.0,1.0,300.0,3.0,95000.0,
429,CD8FF3,CASA AMPLIA EN HERMOSA ZONA CERCA AL BOSQUESILLO DE TOMATITAS TARIJA,Excelente estado,Otro,Callejon de Tomatitas - Tarija_ Tarija_ Tarija,5.0,3,349.0,3.0,290.0,3.0,169000.0,
430,M5F5DB,CASA EN VENTA CON TERRENO GRANDE Y DOBLE CONSTRUCCION Santos Dumont y Radial 13,Buen estado,Santa Cruz,Santos Dumont y Radial 13_ 4to y 5to anillo_ Sur_ Santa Cruz,4.0,3,420.0,1.0,202.0,2.0,199000.0,28.0
431,P199B1,"CASA EN VENTA TIPO MINIMALISTA DE 3 DORMITORIOS Av, Cumavi 5TO Y 6TO",Buen estado,Santa Cruz,A una cuadra de la Av_ Cumavi entre 5to y 6to anillo. _ Este_ Santa Cruz,3.0,2,177.0,2.0,175.0,2.0,125000.0,8.0
432,MFE413,ESPECTACULARES CASAS EN VENTA Y EN PREVENTA - Cotoca,A estrenar,Santa Cruz,Municipio de Cotoca_ entre 1er y 2do anillo_ barrio San pablo_ Cotoca_ Cotoca,3.0,2,240.0,1.0,215.0,2.0,69000.0,1.0
433,OCCDFE,CASA EN VENTA DE OCASIÓN,Excelente estado,Santa Cruz,Ubicación: Virgen de Cotoca entre 8vo y 9no anillo_ Este_ Santa Cruz,2.0,1,250.0,1.0,250.0,1.0,55000.0,
434,JEADA9,CASA EN VENTA ZONA CALA CALA 5 HABITACIONES,Excelente estado,Cochabamba,Cochabamba_ Cochabamba,5.0,3,615.0,1.0,256.0,3.0,490000.0,16.0
435,BE8F2C,CASA DE 9 DORMITORIOS EN VENTA ZONA NORTE,Excelente estado,Santa Cruz,Avenida Radial 26_ Norte_ Santa Cruz,5.0,3,436.0,2.0,485.0,3.0,239000.0,2.0
436,MB16E3,HERMOSA CASA EN VENTA,Excelente estado,Santa Cruz,entré noveno anillo y décimo palma verde_ Este_ Santa Cruz,2.0,1,200.0,1.0,100.0,1.0,60000.0,
437,C5441A,HERMOSA CASA EN VENTA A ESTRENAR,Excelente estado,Santa Cruz,av. Monte Cristo y Madre selva entre octavo y Noveno anillo_ Este_ Santa Cruz,3.0,2,200.0,1.0,100.0,2.0,110000.0,
438,Y700C1,URBANIZACION VIRU VIRU,A estrenar,Santa Cruz,URBANIZACION VIRU VIRU_ Norte_ Santa Cruz,2.0,1,235.0,1.0,90.0,2.0,49000.0,1.0
439,TEA1BD,Vendo hermosa casa amoblada en condominio,Excelente estado,Santa Cruz,calle jose otero_ Doble via la guardia_ Santa Cruz,3.0,3,155.0,2.0,155.0,2.0,180000.0,
440,GC073B,CASA EN VENTA CON TIENDA CERCA CEMENTERIO CONCORDIA,Buen estado,Cochabamba,Cochabamba_ Cochabamba,5.0,3,200.0,2.0,310.0,2.0,145000.0,9.0
441,X5FFEB,Casa Venta Achumani,Excelente estado,La Paz,MANZANO C_ LOTE Nº 3_ CASA Nº 4_ ACHUMANI PAMIRPAMPA_ Achumani_ La Paz,4.0,3,14321.0,3.0,34740.0,2.0,250000.0,7.0
442,S1A242,HERMOSA RESIDENCIA EN VENTA EN ACHUMANI SUPER CÉNTRICA,Excelente estado,La Paz,Av. Principal_ Achumani_ La Paz,4.0,3,758.0,2.0,492.0,3.0,720000.0,
443,R27A17,CASA EN VENTA,Excelente estado,Santa Cruz,Ubicado doble vía la guardia km 16_ Sur_ Santa Cruz,5.0,2,533.0,1.0,150.0,2.0,65000.0,
444,D700C6,DOS CASA JUNTAS EN VENTA EN PLENO DE SOPOCACHI EXCELENTE UBICACIÓN,Buen estado,La Paz,Sopocachi_ La Paz,5.0,3,380.0,3.0,378.0,2.0,370000.0,
445,LA4BD3,Linda casa en venta condominio La Fontana Riviera 2,Excelente estado,Santa Cruz,Zona norte G77_ Norte_ Santa Cruz,3.0,2,346.0,1.0,196.0,2.0,136000.0,
446,WBB9B2,Casa de lujo en venta con piscina en condominio zona Urubo,Buen estado,Santa Cruz,Urubo en condominio_ Urubó_ Santa Cruz,4.0,3,545.0,2.0,515.0,3.0,410000.0,
447,TA44FA,PROPIEDAD DE RENTAS CON DOS SALONES ZONA NUEVA NOROESTE COCHABAMBA,Excelente estado,Cochabamba,Noroeste_ Cochabamba,3.0,3,718.0,2.0,577.0,3.0,320000.0,
448,M728C0,Hermosa casa en venta zona Sur,Excelente estado,Santa Cruz,Urbanización España_ Sur_ Santa Cruz,4.0,3,381.0,2.0,372.0,3.0,245000.0,3.0
449,H77686,CASA EN VENTA EN CONDOMINIO SANTA CRUZ DE LA COLINA,A estrenar,Santa Cruz,Urubó_ Santa Cruz,3.0,3,625.0,2.0,405.0,3.0,310000.0,1.0
450,H6E580,CASA EN VENTA EN CONDOMINIO SANTA CRUZ DE LA COLINA,A estrenar,Santa Cruz,CONDOMINIO SANTA CRUZ DE LA COLINA _ Urubó_ Santa Cruz,3.0,3,625.0,2.0,405.0,3.0,310000.0,1.0
451,T48AA1,Casa en venta Barrio Hamacas,Buen estado,Santa Cruz,Zoan Residencial entre Av. Alemana y Beni 3er y 4to anillo_ Hamacas_ Santa Cruz,5.0,3,550.0,2.0,457.0,1.0,470000.0,8.0
452,I461EE,CASA EN VENTA EN CONDOMINIO ZONA NORTE RADIAL 26,Excelente estado,Santa Cruz,NORTE_ Norte_ Santa Cruz,3.0,2,160.0,1.0,114.0,2.0,104000.0,5.0
453,U6F0AB,Townhouse a estrenar Av. Paragua entre 3er y 4to anillo,A estrenar,Santa Cruz,Av. Paragua entre 3er y 4to anillo_ Este_ Santa Cruz,3.0,1,73.0,1.0,138.0,2.0,97000.0,
454,A013AD,Casa en venta en condominio zona norte,Buen estado,Santa Cruz,Av. Radial 26 6to anillo_ Norte_ Santa Cruz,3.0,3,160.0,2.0,114.0,2.0,104000.0,
455,FF10D2,CASA EN VENTA,Buen estado,Santa Cruz,Villa Bonita _ Urubó_ Santa Cruz,3.0,3,127.0,2.0,211.0,2.0,129500.0,
456,D832DD,Casa en venta en condominio zona norte,Buen estado,Santa Cruz,Av. Banzer entre 5to y 6to anillo_ Norte_ Santa Cruz,3.0,2,168.0,1.0,104.0,2.0,145000.0,
457,BE418A,HERMOSA CASA EN VENTA EN CONDOMINIO ZONA NORTE 5TO ANILLO,Excelente estado,Santa Cruz,AVENIDA BANZER 5TO ANILLO_ Norte_ Santa Cruz,3.0,3,220.0,2.0,168.0,2.0,187000.0,8.0
458,S4076E,COMPRA ESTA HERMOSA CASA EN CONDOMINIO CERRADO,Excelente estado,La Paz,URBANIZACION LOS ROSALES_ Calacoto_ La Paz,,3,152.0,2.0,191.0,3.0,178000.0,
459,R77257,CASA DE LUJO EN VENTA - URUBO,A estrenar,Santa Cruz,SANTA CRUZ LA COLINA_ Urubó_ Santa Cruz,4.0,3,406.0,2.0,300.0,1.0,289000.0,0.0
460,WBBC0A,CASA EN VENTA ZONA URUBO,A estrenar,Santa Cruz,urubo_ Urubó_ Santa Cruz,4.0,3,450.0,1.0,450.0,2.0,410000.0,1.0
461,XBB143,VENTA DE CASA ¡¡¡¡¡EXCLUSIVA!!!!,Buen estado,Santa Cruz,Zona Cambodromo Calle Tajivo/Almendra_ Norte_ Santa Cruz,2.0,1,15.0,1.0,10.0,1.0,40000.0,5.0
462,N53C57,VENTA DE CASA ¡¡¡¡¡EXCLUSIVA!!!!,Buen estado,Santa Cruz,Zona Cambodromo Calle Tajivo/Almendra_ Ciudadelas_ Santa Cruz,2.0,1,15.0,1.0,10.0,1.0,40000.0,5.0
463,WCA8FE,CASA EN VENTA EN CONDOMINIO SANTA CRZU DE LA COLINA,A estrenar,Santa Cruz,urubo_ Urubó_ Santa Cruz,3.0,3,625.0,2.0,405.0,2.0,310000.0,1.0
464,I4A2D8,Casa en venta a estrenar av santos Dumont 6to anillo,A estrenar,Santa Cruz,Av santos Dumont 6to anillo y 7mo anillo _ Sur_ Santa Cruz,3.0,3,299.0,2.0,240.0,2.0,134800.0,1.0
465,J9339D,CASA EN VENTA ZONA CENTRO Calle Independencia,Buen estado,Santa Cruz,Calle Independencia a media cuadra de la plaza principal 24 de septiembre _ Centro_ Santa Cruz,1.0,2,21658.0,1.0,150.0,1.0,200000.0,43.0
466,X42120,CASA EN VENTA LAS PALMITAS,A estrenar,Santa Cruz,UV 175 URBANIZACION LAS PALMITAS_ Sur_ Santa Cruz,3.0,3,195.0,2.0,140.0,2.0,89900.0,0.0
467,LBE7DA,"Casa en venta, zona oeste 4to Anillo",A estrenar,Santa Cruz,Zona Oeste_ 4to Anillo _ Oeste_ Santa Cruz,4.0,3,180.0,2.0,195.0,2.0,148000.0,0.0
468,F869FC,"AUQUISAMAÑA, CASA 4D EN VENTA CON GARZONIER EN GRAN UBICACIÓN",Excelente estado,La Paz,BAJO AUQUISAMAÑA_ Auquisamaña_ La Paz,4.0,3,300.0,2.0,438.0,3.0,275000.0,
469,ND1ED1,Terreno En Venta Av. Doble Vía 6to anillo y radial 16,Requiere mantenimiento,Santa Cruz,Oeste_ Santa Cruz,4.0,2,455.0,1.0,240.0,3.0,112000.0,
470,P09F28,CASA EN VENTA - AV. ALEMANA,Excelente estado,Santa Cruz,ALEMANA_ Norte_ Santa Cruz,5.0,3,756.0,2.0,600.0,3.0,395000.0,13.0
471,B4CA7D,ATENCION INVERSIONISTAS - CASA AMPLIA EN PLENO CENTRO DE LA CIUDAD DE TARIJA,Buen estado,Otro,C/ Méndez y Virginio Lema N°418_ Tarija_ Tarija,5.0,3,195.0,1.0,338.0,1.0,233000.0,
472,B1DFBA,EN VENTA BELLA Y MODERNA CASA EN ACHUMANI A PASOS CALLE 22,Excelente estado,La Paz,Calle 22_ Achumani_ La Paz,4.0,3,440.0,2.0,560.0,1.0,450000.0,
473,X9C7FD,CASA EN VENTA ZONA NORTE CON PISCINA,Buen estado,Cochabamba,Queru Queru_ Cochabamba,5.0,3,300.0,2.0,429.0,2.0,340000.0,7.0
474,CFE15A,"En el Urubo, Hermosa Casa de 6 dorms de 1050m2 construidos",Buen estado,Santa Cruz,Urubó a 3 minutos del puente_ Urubó_ Santa Cruz,5.0,3,1600.0,1.0,1050.0,3.0,890000.0,8.0
475,J95593,HERMOSA CASA EN VENTA NORTE BENI Y BANZER 4TO Y 5TO ANILLO,Excelente estado,Santa Cruz,BANZER Y BENI 4TO Y 5TO ANILLO_ Norte_ Santa Cruz,5.0,3,406.0,2.0,330.0,3.0,340000.0,13.0
476,W6CDC5,PRECIOSA CASA EN VENTA CERCA DE UNIVERSIDAD PRIVADA BOLIVIANA,Excelente estado,La Paz,Cerca a la U.P.B._ en Urbanización Privada_ Achocalla_ La Paz,4.0,3,250.0,3.0,380.0,3.0,178000.0,3.0
477,AD4344,PROPIEDAD EN VENTA A DOS CUADRAS DE LA TERMINAL DE BUSES,Sin Definir,La Paz,Av. Chacaltaya_ Centro_ La Paz,5.0,3,630.0,2.0,850.0,3.0,420000.0,
478,VBE15D,CASA EN VENTA - ACHUMANI,Excelente estado,La Paz,HUACOLLO - ACHUMANI_ Achumani_ La Paz,4.0,3,331.0,3.0,491.0,2.0,398000.0,21.0
479,YCAB55,CASA EN VENTA,Excelente estado,Santa Cruz,Ubicada en cond. La posada de los jardines a 5 minutos del puente del Urubo_ Oeste_ Santa Cruz,5.0,2,334.0,1.0,400.0,2.0,290000.0,
480,V2049A,EXCLUSIVA CASA DE LUJO DENTRO DE CONDOMINIO EN ZONA NORTE,Excelente estado,Santa Cruz,CONDOMINIO LE PARC_ Norte_ Santa Cruz,4.0,3,383.0,2.0,463.0,3.0,420000.0,1.0
481,L37BBE,HERMOSA CASA EN VENTA A ESTRENAR EN AV. BANZER,A estrenar,Santa Cruz,AVENIDA CRISTO REDENTOR_ Remanso_ Santa Cruz,4.0,3,300.0,2.0,181.0,2.0,110000.0,
482,H7AFA1,HERMOSA CASA 4 DORM.+ 3 GARAJES . PROX. EL BOSQUE I,Excelente estado,Cochabamba,condominio el bosque_ Tiquipaya_ Cochabamba,4.0,3,305.0,2.0,270.0,3.0,189000.0,4.0
483,S62581,"Casa en venta de Ocasión con piscina, Equipetrol",Buen estado,Santa Cruz,Entre 3er y 4to anillo_ Equipetrol Norte_ Equipetrol_ Santa Cruz,4.0,3,314.0,2.0,247.0,2.0,345000.0,15.0
484,CC07A6,CASA EN VENTA - URUBO,Excelente estado,Santa Cruz,Santa cruz de la vieja_ Urubó_ Santa Cruz,4.0,3,546.0,2.0,500.0,3.0,410000.0,
485,B1F9D,CASA DE LUJO A ESTRENAR-LA HACIENDA DEL URUBO,A estrenar,Santa Cruz,CONDOMINIO LA HACIENDA DEL URUBO_ Urubó_ Santa Cruz,5.0,3,754.0,3.0,640.0,3.0,630000.0,4.0
486,95E85,"HERMOSA CASA EN EL URUBO, OFERTA",Excelente estado,Santa Cruz,Urbanización jardines del Urubó II calle caoba nª 16_ Urubó_ Santa Cruz,3.0,3,420.0,2.0,160.0,1.0,180000.0,14.0
487,KF2044,Lujosa casa equipada al detalle en Condominio exclusivo(Zona Oeste).,Excelente estado,Santa Cruz,Radial 17/12 y Av. Pirai 4y5 Anillo._ Oeste_ Santa Cruz,3.0,2,289.0,2.0,315.0,1.0,285000.0,
488,U3DB95,CASA EN VENTA,Excelente estado,Santa Cruz,6 Anillo_ Virgen de Luján_ Este_ Santa Cruz,4.0,1,360.0,1.0,200.0,1.0,95000.0,
489,QC230D,Casa de 3 dormitorios en zona Este,Excelente estado,Santa Cruz,Barrio Guapilo Norte santa cruz_ Este_ Santa Cruz,3.0,2,340.0,1.0,131.0,2.0,56700.0,2.0
490,Z7B046,Condominio Portales Del Norte PRE-VENTA,A estrenar,Santa Cruz,Av. Banzer Zona Condominios Sevilla_ Norte_ Santa Cruz,3.0,3,180.0,3.0,240.0,2.0,109900.0,1.0
491,X261AA,CHALET MODERNO EN VENTA ZONA SANTIAGUILLA “TIQUIPAYA”,Buen estado,Cochabamba,zona tiquipaya_ Tiquipaya_ Cochabamba,3.0,3,819.0,1.0,350.0,1.0,299000.0,4.0
492,W29CD8,CASA EN VENTA OPORTUNIDAD!!! $us.- 117.000.- INM. HOSPITAL DEL NORTE CONDEBAMBA,Buen estado,Cochabamba,AV. BEIJING Y CIRCUNVALACION_ Norte_ Cochabamba,3.0,3,150.0,2.0,180.0,1.0,117000.0,11.0
493,CF5D58,CASA EN VENTA ZONA NORTE,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,3,180.0,1.0,137.0,2.0,84900.0,
494,I4AC42,OBTEN TU CASA AL MEJOR PRECIO EN VENTA,A estrenar,Santa Cruz,12avos anillo frente a ciudad de Dios sobre la carrera virgen de lujan_ Este_ Santa Cruz,2.0,1,360.0,1.0,687.0,1.0,33000.0,1.0
495,JD6D79,ESPECTACULAR OFERTA EN ZONA NORTE A ESTRENAR‼️,A estrenar,Santa Cruz,Urbanizacion MOTACÚ_ Norte_ Santa Cruz,3.0,2,300.0,1.0,110.0,2.0,57000.0,2.0
496,Z6AC44,"por solo 95.000, CASAS AL NORTE , CONDOMINIO COLONIAL I",A estrenar,Santa Cruz,BANZER AL FRENTE DE SEVILLA PINATAR 1 _ Norte_ Santa Cruz,3.0,3,14555.0,2.0,14875.0,2.0,95000.0,
497,6F4B9,EN VENTA O PERMUTA POR VEHICULO O TERRENO. CASA AV. CIVICA DON BOSCO REF. 680805,A estrenar,La Paz,Casa de 3 plantas muy céntrico y estratégico en plena Avenida Integración_ Av. Cívica_ Av. La Paz_ Av. Arica_ Av. Panorámica_ una de las avenidas comunica 6 de marzo y autopista ceja_ a unos pasos de Ciudad Satélite Nuevo Complejo Deportivo y frente Insti_ Ciudad Satélite_ El alto,5.0,2,240.0,3.0,495.0,3.0,19800.0,6.0
498,M883DA,Bella Casa en Venta - Parque Floresta,Excelente estado,Santa Cruz,Condominio PARQUEO FLORESTA_ Doble via la guardia_ Santa Cruz,3.0,3,410.0,1.0,187.0,2.0,,8.0
499,JA0794,Colinas del Urubo sector 2,Excelente estado,Santa Cruz,Colinas del Urubo sector 2_ Urubó_ Santa Cruz,4.0,3,1507.0,2.0,501.0,3.0,790000.0,7.0
500,N5BB57,"CASA EN VENTA A ESTRENAR ZONA ESTE Av. Paragua, entre 3er. y 4to. anillo",A estrenar,Santa Cruz,AVENIDA PARAGUA ENTRE 3ER y 4TO ANILLO_ Este_ Santa Cruz,3.0,3,156.0,2.0,153.0,2.0,172000.0,1.0
501,O70239,Casa Barrio Guapuru I,Buen estado,Santa Cruz,Este_ Santa Cruz,3.0,2,336.0,1.0,105.0,3.0,75000.0,9.0
502,ICE5D4,Casa en venta a estrenar,A estrenar,Santa Cruz,Urbanización Akualand_ Norte_ Santa Cruz,3.0,2,103.0,1.0,240.0,2.0,65000.0,1.0
503,TDCC7E,Casas en Venta | Condominio LE PARC,A estrenar,Santa Cruz,Condominio LE PARC_ Norte_ Santa Cruz,3.0,3,300.0,1.0,200.0,2.0,165000.0,6.0
504,IF081F,"CASA EN PRE-VENTA, ZONA SUR, EL FUERTE",A estrenar,Santa Cruz,Zona Sur_ Barrio El Fuerte_ Sur_ Santa Cruz,3.0,3,280.0,2.0,202.0,2.0,99700.0,
505,H79355,CASAS A CREDITO DIRECTO SIN PAPELEOS,A estrenar,Santa Cruz,Av. Virgen de Lujan altura del Km 11 y 12. Urbanización Estelita 1_ Este_ Santa Cruz,2.0,1,360.0,1.0,687.0,2.0,33000.0,1.0
506,D22400,CASA EN VALLE SANCHEZ,Buen estado,Santa Cruz,ZONA NORTE_ VALLE SANCHEZ_ Norte_ Santa Cruz,3.0,1,360.0,1.0,89.0,3.0,45000.0,
507,Z49940,CASAS NUEVAS A ESTRENAR EN VENTA,A estrenar,Santa Cruz,Condominio Cerrado - Villa Bonita_ Urubó_ Santa Cruz,3.0,2,180.0,2.0,175.0,2.0,140000.0,1.0
508,G31924,Casa a ESTRENAR zona este,A estrenar,Santa Cruz,Av virgen de lujan 8vo anillo_ Este_ Santa Cruz,3.0,3,180.0,1.0,90.0,2.0,49000.0,2.0
509,X5A752,Casa Zona Norte Avenida Banzer km 8 1/2,A estrenar,Santa Cruz,Avenida Banzer km 8 1/2 _ Remanso_ Santa Cruz,3.0,3,201.0,2.0,160.0,2.0,105000.0,1.0
510,CCB481,Hermosas casas en PRE VENTA zona norte,En construcción,Santa Cruz,Av Banzer noveno anillo_ Remanso_ Santa Cruz,3.0,2,187.0,1.0,115.0,1.0,89900.0,
511,M32B33,LINDA CASA SOPOCACHI,Excelente estado,La Paz,ASPIAZU CASI ABDON SAAVEDRA_ Sopocachi_ La Paz,3.0,2,119.0,2.0,153.0,,160000.0,
512,U735A9,CASAS DE DOS PISOS EN VENTAS,Excelente estado,Santa Cruz,Ubicado en la urbanización bella norte entrada por satélite y la g77_ Norte_ Santa Cruz,3.0,1,240.0,1.0,938.0,1.0,45000.0,
513,K561FD,TERRENO EN VENTA COMPLEJO CAMPESTRE NORTE 1,Sin Definir,Santa Cruz,COMPLEJO CAMPESTRE NORTE 1_ Norte_ Santa Cruz,,1,1616.0,1.0,,1.0,62500.0,
514,G7F18A,CASA ECONOMICA EN VENTA ZONA NORTE,Buen estado,Santa Cruz,Av. Banzer_ Km 9_ Norte_ Santa Cruz,3.0,2,200.0,1.0,11298.0,1.0,85000.0,
